14.3466 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
7.9263 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
7.9305 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
7.9476 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
7.9515 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
7.9648 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
7.9680 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.0267 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.0304 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.0479 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.0646 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.0694 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.0892 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.1102 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.1142 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.1270 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.1308 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.1484 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.1520 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.1712 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.1839 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.2013 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.2138 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.2297 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.2329 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.2473 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.2545 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.2685 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.2933 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.3519 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.3763 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.3802 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.3978 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.4018 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.4147 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.4183 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.4352 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.4524 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.4728 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.4804 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.4969 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.5102 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.5144 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.5181 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.5344 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.5473 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.5514 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.5643 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.5846 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.5848 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.8561 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
8.8582 	DATA 	Mouse: Right button down, pos=(1127,155)
8.8807 	DATA 	Mouse: wheel shift=(0,0), pos=(1127,155)
9.4514 	DATA 	Mouse:  Right button up, pos=(1351,163)
9.7665 	DATA 	Mouse: wheel shift=(0,0), pos=(1351,163)
9.8234 	DATA 	Mouse: Right button down, pos=(1351,163)
9.8300 	DATA 	Mouse: wheel shift=(0,0), pos=(1351,163)
10.0817 	DATA 	Mouse:  Right button up, pos=(1242,155)
10.1017 	DATA 	Mouse: wheel shift=(0,0), pos=(1230,155)
10.1019 	DATA 	Mouse: wheel shift=(0,0), pos=(1230,155)
10.1139 	DATA 	Mouse: wheel shift=(0,0), pos=(1230,155)
10.1140 	DATA 	Mouse: wheel shift=(0,0), pos=(1230,155)
10.1318 	DATA 	Mouse: wheel shift=(0,0), pos=(1230,155)
10.1325 	DATA 	Mouse: wheel shift=(0,0), pos=(1230,155)
10.1517 	DATA 	Mouse: wheel shift=(-1,0), pos=(1230,155)
10.1560 	DATA 	Mouse: wheel shift=(0,0), pos=(1230,155)
10.1752 	DATA 	Mouse: wheel shift=(0,0), pos=(1230,155)
10.1896 	DATA 	Mouse: wheel shift=(-1,0), pos=(1230,155)
10.1972 	DATA 	Mouse: wheel shift=(0,0), pos=(1230,155)
10.2128 	DATA 	Mouse: wheel shift=(0,0), pos=(1230,155)
10.2275 	DATA 	Mouse: wheel shift=(0,0), pos=(1230,155)
10.2306 	DATA 	Mouse: wheel shift=(0,0), pos=(1230,155)
10.2441 	DATA 	Mouse: wheel shift=(-1,0), pos=(1230,155)
10.2472 	DATA 	Mouse: wheel shift=(0,0), pos=(1230,155)
10.2640 	DATA 	Mouse: wheel shift=(0,0), pos=(1230,155)
10.2811 	DATA 	Mouse: wheel shift=(0,0), pos=(1230,155)
10.3017 	DATA 	Mouse: wheel shift=(0,0), pos=(1230,155)
10.3022 	DATA 	Mouse: wheel shift=(0,0), pos=(1230,155)
11.0266 	DATA 	Mouse: Left button down, pos=(1291,272)
11.8734 	DATA 	Mouse:  Left button up, pos=(115,316)
12.1124 	DATA 	Mouse: Left button down, pos=(119,314)
12.7402 	DATA 	Mouse:  Left button up, pos=(549,314)
13.3779 	DATA 	Keypress: escape
13.3982 	EXP 	untitled: status = STOPPED
13.4013 	EXP 	slider: autoDraw = False
13.4013 	EXP 	untitled: status = STOPPED
13.4040 	INFO 	saved data to '/Users/aniluchavez/Documents/GitHub/Scratch/Code/data/487300_untitled_2024-10-22_14h10.23.902.csv'
13.4046 	INFO 	saved data to /Users/aniluchavez/Documents/GitHub/Scratch/Code/data/487300_untitled_2024-10-22_14h10.23.902.psydat
13.4231 	EXP 	window1: mouseVisible = True
